Wall time,Step,Value
1542074999.711724,168,0.672685444355011
1542075001.3631577,230,0.635553240776062
1542075008.0170453,475,0.5189065337181091
1542075009.687431,537,0.48595747351646423
1542075011.019373,587,0.4360501170158386
1542075012.7429814,648,0.4550696313381195
1542075031.8580806,1334,0.26878559589385986
1542075033.3242157,1386,0.30082565546035767
1542075034.7494996,1437,0.3476978838443756
1542075043.1407158,1738,0.31806057691574097
1542075047.4877038,1878,0.2270069420337677
1542075059.62999,2308,0.21879294514656067
1542075062.0241656,2390,0.18773186206817627
1542075064.7195952,2487,0.19609296321868896
1542075086.3795624,3247,0.14524675905704498
1542075088.0193267,3306,0.1264553964138031
1542075116.233011,4318,0.07903783768415451
1542075121.096209,4493,0.09426548331975937
1542075134.2895827,4972,0.10535652935504913
1542075138.7803333,5135,0.1327289193868637
1542075144.7301676,5346,0.10462073981761932
1542075155.3229215,5724,0.1275537759065628
1542075160.453957,5908,0.05316346511244774
1542075162.8259592,5991,0.04490494728088379
1542075168.5753343,6201,0.07019688934087753
1542075182.9750617,6700,0.07890000194311142
1542075183.335349,6712,0.16435128450393677
1542075187.7110205,6855,0.11264069378376007
1542075190.8789794,6967,0.1887456774711609
1542075196.1282704,7156,0.10976036638021469
1542075204.640221,7464,0.0591047927737236
1542075214.018823,7799,0.0938156247138977
1542075214.9723852,7834,0.22794006764888763
1542075221.469722,8067,0.09170059114694595
1542075224.6027827,8181,0.07549519836902618
1542075225.7860208,8222,0.08059506863355637
1542075233.4982934,8499,0.12084072828292847
1542075244.0940433,8879,0.16383832693099976
1542075245.6654243,8936,0.09695505350828171
1542075254.8456013,9261,0.14843721687793732
1542075260.7248209,9469,0.11696359515190125
1542075263.0852222,9555,0.12464839965105057
1542075287.0921946,10400,0.0646096020936966
1542075289.3231702,10480,0.05758769437670708
1542075301.1660511,10906,0.14888645708560944
1542075302.801749,10967,0.11300387978553772
1542075304.260792,11021,0.05503712594509125
1542075318.651456,11533,0.07247847318649292
1542075319.654753,11567,0.06289665400981903
1542075330.905323,11970,0.11410044133663177
1542075336.3145862,12165,0.06042545288801193
1542075339.7770188,12291,0.046778760850429535
1542075357.1329827,12878,0.09260601550340652
1542075361.5276022,13035,0.03136657178401947
