Wall time,Step,Value
1542074999.711724,168,60.17998123168945
1542075001.3631577,230,55.05526351928711
1542075008.0170453,475,52.922088623046875
1542075009.687431,537,53.78355026245117
1542075011.019373,587,54.4941291809082
1542075012.7429814,648,53.947425842285156
1542075031.8580806,1334,48.055667877197266
1542075033.3242157,1386,48.53828811645508
1542075034.7494996,1437,49.31725311279297
1542075043.1407158,1738,45.52994155883789
1542075047.4877038,1878,45.03361511230469
1542075059.62999,2308,43.363346099853516
1542075062.0241656,2390,47.617881774902344
1542075064.7195952,2487,45.8910026550293
1542075086.3795624,3247,41.37491226196289
1542075088.0193267,3306,41.536930084228516
1542075116.233011,4318,42.184146881103516
1542075121.096209,4493,47.053741455078125
1542075134.2895827,4972,45.140892028808594
1542075138.7803333,5135,48.227230072021484
1542075144.7301676,5346,47.463417053222656
1542075155.3229215,5724,44.38633346557617
1542075160.453957,5908,43.301780700683594
1542075162.8259592,5991,46.378761291503906
1542075168.5753343,6201,44.46952438354492
1542075182.9750617,6700,48.58447265625
1542075183.335349,6712,47.21177673339844
1542075187.7110205,6855,48.065879821777344
1542075190.8789794,6967,49.02210235595703
1542075196.1282704,7156,47.05292510986328
1542075204.640221,7464,47.647098541259766
1542075214.018823,7799,49.054840087890625
1542075214.9723852,7834,49.9697265625
1542075221.469722,8067,48.85399627685547
1542075224.6027827,8181,49.49940490722656
1542075225.7860208,8222,47.704811096191406
1542075233.4982934,8499,47.718204498291016
1542075244.0940433,8879,48.28745651245117
1542075245.6654243,8936,48.855655670166016
1542075254.8456013,9261,47.14209747314453
1542075260.7248209,9469,46.756752014160156
1542075263.0852222,9555,48.55521774291992
1542075287.0921946,10400,46.33659362792969
1542075289.3231702,10480,46.21696090698242
1542075301.1660511,10906,48.633087158203125
1542075302.801749,10967,47.71581268310547
1542075304.260792,11021,46.78766632080078
1542075318.651456,11533,47.820716857910156
1542075319.654753,11567,48.25840377807617
1542075330.905323,11970,47.67111587524414
1542075336.3145862,12165,45.10004425048828
1542075339.7770188,12291,45.26015090942383
1542075357.1329827,12878,43.99553298950195
1542075361.5276022,13035,44.10322189331055
1542075397.23165,14295,46.24446105957031
1542075407.708161,14669,45.985260009765625
1542075410.9244967,14780,45.503273010253906
1542075413.6178842,14874,49.0169677734375
1542075592.805115,15474,42.813133239746094
1542075601.0812774,15765,41.556488037109375
1542075611.1118574,16117,41.28901290893555
1542075632.1731822,16858,42.300228118896484
1542075638.856426,17098,41.59881591796875
1542075644.9107738,17318,41.65935134887695
1542075651.3459742,17544,43.82157516479492
1542075708.3088725,19532,45.290550231933594
1542075711.4213252,19641,47.392822265625
1542075713.9459174,19732,47.36515426635742
1542075723.2243056,20063,47.619407653808594
1542075728.39795,20245,46.300567626953125
1542075730.5885482,20324,45.15955352783203
1542075736.656329,20540,46.89453125
1542075737.7474542,20579,45.853641510009766
1542075743.4641347,20780,44.574214935302734
1542075743.5494633,20783,45.61735153198242
1542075745.6305587,20856,43.14808654785156
1542075752.010711,21081,44.101715087890625
1542075753.852433,21145,43.3492546081543
1542075758.7874422,21320,41.77953338623047
1542075773.7892492,21849,42.24095916748047
1542075784.975377,22246,45.2312126159668
1542075787.325026,22331,44.722633361816406
1542075788.0882738,22359,47.333351135253906
1542075815.0194802,23287,45.273128509521484
1542075817.1221826,23362,43.499786376953125
1542075819.0525312,23428,42.60203552246094
1542075825.8544848,23671,44.4289436340332
1542075826.739768,23702,42.67791748046875
1542075839.308935,24148,41.69905090332031
1542075843.1552894,24283,43.9316291809082
1542075843.209382,24285,40.58692169189453
1542075844.2369335,24323,42.056182861328125
1542075852.630489,24622,43.40880584716797
1542075855.6575716,24728,44.84723663330078
1542075861.3516827,24935,45.090545654296875
1542075870.32655,25254,41.53154754638672
1542075874.131192,25392,40.25284957885742
1542075885.9248302,25813,42.3687629699707
1542075886.8799634,25848,42.04548645019531
1542075913.368079,26798,46.43207931518555
1542075913.396471,26799,44.13071823120117
1542075936.0144646,27604,47.275264739990234
1542075962.2548215,28544,43.716285705566406
1542075974.412731,28971,43.41524124145508
1542075975.1369398,28997,42.0179443359375
1542075976.963732,29063,43.66999435424805
1542075980.9260983,29202,46.71330642700195
1542075982.6706948,29264,43.11772155761719
1542075998.309757,29830,42.96498107910156
1542076158.919145,30006,41.857887268066406
1542076159.651514,30032,41.82860565185547
1542076163.7295313,30175,41.79769515991211
1542076172.0054736,30471,41.30799102783203
1542076175.9404285,30613,41.11777114868164
1542076178.5364475,30707,45.13001251220703
1542076178.9102738,30721,42.19793701171875
1542076198.088245,31407,42.001495361328125
1542076199.1045673,31444,42.769466400146484
1542076211.187321,31881,42.028255462646484
1542076212.7277162,31937,41.89373779296875
1542076226.526395,32436,43.12202453613281
1542076232.6819713,32658,42.550048828125
1542076235.5584435,32763,40.93907165527344
1542076239.3335767,32895,42.690406799316406
1542076239.5626962,32903,43.117401123046875
1542076243.3140242,33035,41.83916091918945
1542076247.5067134,33182,41.8128776550293
1542076253.0935998,33376,43.13585662841797
1542076253.8973227,33404,40.84423828125
1542076263.4649434,33738,40.62251281738281
1542076263.795258,33750,41.56601333618164
1542076264.8111513,33786,41.997467041015625
1542076266.4765344,33840,41.13214874267578
1542076267.71289,33877,41.93768310546875
1542076268.8912785,33914,42.125282287597656
1542076272.449245,34037,43.762752532958984
1542076281.5551536,34363,42.74156951904297
1542076286.1109383,34526,41.09695053100586
1542076288.209016,34600,40.948143005371094
1542076309.6801052,35355,41.39750671386719
1542076313.3806465,35484,39.8725700378418
1542076326.5928235,35954,42.09858703613281
1542076328.9431949,36038,40.66693878173828
1542076345.542865,36630,42.93397521972656
1542076346.4032269,36660,43.26926803588867
1542076351.767554,36851,41.3057975769043
1542076361.8519871,37203,40.435890197753906
1542076370.1128185,37490,41.50657272338867
1542076377.7887986,37765,40.209564208984375
1542076380.9886825,37877,40.74440383911133
1542076397.2481024,38456,40.68486785888672
