Wall time,Step,Value
1542074999.711724,168,0.6928977370262146
1542075001.3631577,230,0.6926470398902893
1542075008.0170453,475,0.689532458782196
1542075009.687431,537,0.6878116726875305
1542075011.019373,587,0.6860789656639099
1542075012.7429814,648,0.6836630702018738
1542075031.8580806,1334,0.6070398092269897
1542075033.3242157,1386,0.5960224866867065
1542075034.7494996,1437,0.5874044299125671
1542075043.1407158,1738,0.5333107113838196
1542075047.4877038,1878,0.5057684183120728
1542075059.62999,2308,0.4104553163051605
1542075062.0241656,2390,0.3941597044467926
1542075064.7195952,2487,0.37614038586616516
1542075086.3795624,3247,0.18554700911045074
1542075088.0193267,3306,0.22021883726119995
1542075116.233011,4318,0.126194566488266
1542075121.096209,4493,0.29740849137306213
1542075134.2895827,4972,0.18992073833942413
1542075138.7803333,5135,0.28390106558799744
1542075144.7301676,5346,0.07931964844465256
1542075155.3229215,5724,0.024851087480783463
1542075160.453957,5908,0.024809638038277626
1542075162.8259592,5991,0.026926258578896523
1542075168.5753343,6201,0.03547045961022377
1542075182.9750617,6700,0.35097184777259827
1542075183.335349,6712,0.3418669104576111
1542075187.7110205,6855,0.31916099786758423
1542075190.8789794,6967,0.3204193115234375
1542075196.1282704,7156,0.3148967921733856
1542075204.640221,7464,0.24359118938446045
1542075214.018823,7799,0.3393256962299347
1542075214.9723852,7834,0.3416127860546112
1542075221.469722,8067,0.20057076215744019
1542075224.6027827,8181,0.24476654827594757
1542075225.7860208,8222,0.2289966344833374
1542075233.4982934,8499,0.22440193593502045
1542075244.0940433,8879,0.1866329312324524
1542075245.6654243,8936,0.1616785228252411
1542075254.8456013,9261,0.17877256870269775
1542075260.7248209,9469,0.209039568901062
1542075263.0852222,9555,0.17791223526000977
1542075287.0921946,10400,0.12156493216753006
1542075289.3231702,10480,0.19741836190223694
1542075301.1660511,10906,0.2878621518611908
1542075302.801749,10967,0.2954365015029907
1542075304.260792,11021,0.2877693474292755
1542075318.651456,11533,0.19734373688697815
1542075319.654753,11567,0.17648723721504211
1542075330.905323,11970,0.1684403270483017
1542075336.3145862,12165,0.07669404149055481
1542075339.7770188,12291,0.048534415662288666
1542075357.1329827,12878,0.052054453641176224
1542075361.5276022,13035,0.044119298458099365
1542075397.23165,14295,0.1281864047050476
1542075407.708161,14669,0.18493200838565826
1542075410.9244967,14780,0.15815013647079468
1542075413.6178842,14874,0.061300456523895264
1542075592.805115,15474,0.007427925243973732
1542075601.0812774,15765,0.008032185956835747
1542075611.1118574,16117,0.008828990161418915
1542075632.1731822,16858,0.009064173325896263
1542075638.856426,17098,0.008170964196324348
1542075644.9107738,17318,0.008763319812715054
1542075651.3459742,17544,0.011182442307472229
1542075708.3088725,19532,0.13043276965618134
1542075711.4213252,19641,0.12179841101169586
1542075713.9459174,19732,0.10776732861995697
1542075723.2243056,20063,0.08460178971290588
1542075728.39795,20245,0.07374926656484604
1542075730.5885482,20324,0.05618869513273239
1542075736.656329,20540,0.03672800213098526
1542075737.7474542,20579,0.03815677762031555
1542075743.4641347,20780,0.019726846367120743
1542075743.5494633,20783,0.01738472282886505
1542075745.6305587,20856,0.015716947615146637
1542075752.010711,21081,0.015758296474814415
1542075753.852433,21145,0.017460579052567482
1542075758.7874422,21320,0.021329250186681747
1542075773.7892492,21849,0.10012190788984299
1542075784.975377,22246,0.06055178865790367
1542075787.325026,22331,0.048822760581970215
1542075788.0882738,22359,0.029871836304664612
1542075815.0194802,23287,0.009131231345236301
1542075817.1221826,23362,0.00793489906936884
1542075819.0525312,23428,0.009965025819838047
1542075825.8544848,23671,0.00582693237811327
1542075826.739768,23702,0.006206299178302288
1542075839.308935,24148,0.007911003194749355
1542075843.1552894,24283,0.006577475927770138
1542075843.209382,24285,0.006326028611510992
1542075844.2369335,24323,0.004520151298493147
1542075852.630489,24622,0.01223490945994854
1542075855.6575716,24728,0.008084789849817753
1542075861.3516827,24935,0.009162369184195995
1542075870.32655,25254,0.012750652618706226
1542075874.131192,25392,0.010118728503584862
1542075885.9248302,25813,0.013332330621778965
1542075886.8799634,25848,0.01551818661391735
1542075913.368079,26798,0.13490165770053864
1542075913.396471,26799,0.1330164521932602
1542075936.0144646,27604,0.06977827101945877
1542075962.2548215,28544,0.01955389231443405
1542075974.412731,28971,0.013690979219973087
1542075975.1369398,28997,0.01776806451380253
1542075976.963732,29063,0.006699490826576948
1542075980.9260983,29202,0.012700184248387814
1542075982.6706948,29264,0.016237635165452957
1542075998.309757,29830,0.01637726090848446
1542076158.919145,30006,0.022243313491344452
1542076159.651514,30032,0.01824869215488434
1542076163.7295313,30175,0.019787047058343887
1542076172.0054736,30471,0.011873132549226284
1542076175.9404285,30613,0.019666144624352455
1542076178.5364475,30707,0.02311689592897892
1542076178.9102738,30721,0.01571609079837799
1542076198.088245,31407,0.024238716810941696
1542076199.1045673,31444,0.027410270646214485
1542076211.187321,31881,0.017408337444067
1542076212.7277162,31937,0.01837977021932602
1542076226.526395,32436,0.015112387016415596
1542076232.6819713,32658,0.013963562436401844
1542076235.5584435,32763,0.027714816853404045
1542076239.3335767,32895,0.007966920733451843
1542076239.5626962,32903,0.01500264648348093
1542076243.3140242,33035,0.008855398744344711
1542076247.5067134,33182,0.011055049486458302
1542076253.0935998,33376,0.007702099159359932
1542076253.8973227,33404,0.013054746203124523
1542076263.4649434,33738,0.0059108915738761425
1542076263.795258,33750,0.013199870474636555
1542076264.8111513,33786,0.01951076090335846
1542076266.4765344,33840,0.01010171603411436
1542076267.71289,33877,0.009071377106010914
1542076268.8912785,33914,0.010797202587127686
1542076272.449245,34037,0.01379959937185049
1542076281.5551536,34363,0.014907201752066612
1542076286.1109383,34526,0.01442421693354845
1542076288.209016,34600,0.018009910359978676
1542076309.6801052,35355,0.011781667359173298
1542076313.3806465,35484,0.015746690332889557
1542076326.5928235,35954,0.0021768948063254356
1542076328.9431949,36038,0.0046977088786661625
1542076345.542865,36630,0.007011712528765202
1542076346.4032269,36660,0.009576903656125069
1542076351.767554,36851,0.007411391008645296
1542076361.8519871,37203,0.01482737623155117
1542076370.1128185,37490,0.0074392096139490604
1542076377.7887986,37765,0.008057932369410992
1542076380.9886825,37877,0.0060279215686023235
1542076397.2481024,38456,0.01752554066479206
1542076404.5955803,38721,0.01490647904574871
1542076407.962215,38841,0.0039175404235720634
1542076420.9602294,39297,0.007055192720144987
1542076433.480208,39703,0.002634965581819415
1542076439.2042465,39910,0.006440379191190004
1542076450.0822263,40297,0.016464348882436752
1542076455.860931,40501,0.010871698148548603
1542076462.1314533,40721,0.01117010973393917
1542076464.1304607,40794,0.0067232451401650906
1542076471.0807328,41041,0.006738847121596336
1542076477.4476287,41272,0.00907056499272585
1542076484.812,41540,0.007369430270045996
1542076501.3570411,42135,0.004465646110475063
1542076510.2349274,42451,0.010409903712570667
1542076510.7424955,42469,0.00999560859054327
1542076540.2721226,43519,0.006579082924872637
1542076543.67472,43640,0.003986826632171869
1542076545.6806755,43712,0.008042367175221443
1542076548.2605774,43806,0.014000524766743183
1542076553.5379944,43994,0.011290685273706913
1542076555.6914449,44074,0.009639238007366657
1542076559.2723334,44201,0.0036060961429029703
1542076559.4638076,44208,0.006367434281855822
1542076560.6603994,44252,0.006166805978864431
1542076562.1024973,44305,0.006125372834503651
1542076576.9388113,44817,0.005771126132458448
1542076736.2538664,44965,0.006177808158099651
1542076748.0240471,45373,0.006806704681366682
1542076751.7515209,45508,0.009329704567790031
1542076755.9530735,45659,0.012414904311299324
1542076774.838648,46335,0.00912804901599884
1542076777.0003028,46414,0.01052132435142994
1542076801.830495,47302,0.007594376336783171
1542076811.2598097,47639,0.0027287232223898172
1542076814.2186177,47745,0.004670305177569389
1542076820.5443494,47971,0.006630236282944679
1542076826.4525163,48182,0.014909324236214161
1542076857.1072826,49273,0.00561396311968565
1542076859.327142,49352,0.007523660082370043
1542076862.7590451,49478,0.003331635845825076
1542076877.6527622,50007,0.003304875921458006
1542076879.214033,50057,0.002632353687658906
1542076883.303329,50196,0.004720965400338173
1542076900.7784505,50820,0.002065011765807867
1542076905.230724,50980,0.0011652467073872685
1542076909.6704354,51135,0.004622807260602713
1542076912.3201091,51228,0.001416747341863811
1542076928.3800786,51799,0.0025948418769985437
1542076942.2270591,52293,0.0013195882784202695
1542076953.1921048,52683,0.0014795660972595215
1542076959.438523,52907,0.0026770755648612976
1542076960.4154928,52940,0.0020388627890497446
1542076964.677906,53093,0.0021644653752446175
1542076965.091566,53108,0.0023731719702482224
1542076975.2170768,53469,0.002022740663960576
1542076981.8995197,53707,0.002650668378919363
1542076982.207071,53718,0.0014266022481024265
1542076986.241263,53863,0.003343600546941161
1542076987.5231712,53907,0.0028689394239336252
1542077012.6903286,54808,0.0016037194291129708
1542077016.4001203,54938,0.002145550213754177
1542077026.392776,55300,0.002990243723616004
1542077033.0679421,55544,0.0017438622890040278
1542077039.2006598,55767,0.0037436059210449457
1542077056.2884018,56338,0.033940840512514114
1542077061.4237373,56522,0.06321526318788528
1542077063.9124033,56609,0.10133924335241318
1542077069.148339,56788,0.22573457658290863
1542077070.0772433,56821,0.2516452372074127
1542077084.155776,57306,0.31288591027259827
1542077089.37198,57485,0.319943368434906
1542077116.7265358,58441,0.005725308321416378
1542077124.841004,58720,0.004296107217669487
1542077125.659784,58747,0.009680201299488544
1542077126.1657927,58764,0.01889200694859028
1542077140.4781723,59265,0.0033686168026179075
1542077141.8285377,59312,0.01666233129799366
1542077145.2319515,59433,0.005915331654250622
1542077151.2528596,59641,0.006858707405626774
1542077330.9632444,60180,0.017626510933041573
1542077331.1330347,60186,0.007711455691605806
1542077334.311125,60298,0.009776641614735126
1542077339.6123137,60476,0.011133702471852303
1542077361.8001058,61206,0.009006762877106667
1542077363.9348357,61277,0.004095673561096191
1542077388.5855453,62140,0.007210242561995983
1542077400.4736412,62548,0.006954958662390709
1542077428.4907238,63514,0.0045524644665420055
1542077433.0563903,63672,0.0152670256793499
1542077438.7230554,63866,0.006418597884476185
1542077457.3917866,64522,0.008799085393548012
1542077468.1011615,64890,0.009895231574773788
1542077479.531994,65293,0.007089919876307249
1542077488.0681942,65602,0.008363272994756699
1542077489.3499007,65644,0.0064269378781318665
1542077501.1719809,66050,0.007709762547165155
1542077521.5813758,66788,0.0037104899529367685
1542077526.8668725,66977,0.0033026577439159155
1542077528.102739,67022,0.008158179931342602
1542077539.7374737,67441,0.010550853796303272
