Wall time,Step,Value
1542075559.4919043,14977,0.9951809048652649
1542076138.7512038,29954,0.9970967173576355
1542076716.7382247,44931,0.9973499774932861
1542077304.2206419,59908,0.9972549676895142
1542077899.3092127,74885,0.9975115060806274
1542078475.9518425,89862,0.9974827766418457
1542079049.3555675,104839,0.9975975751876831
1542079625.2761016,119816,0.997617781162262
1542080199.4565454,134793,0.9976451992988586
1542080774.689616,149770,0.9976482391357422
1542081650.8267379,164747,0.9976457357406616
1542082211.3785152,179724,0.9976850748062134
1542082772.1478233,194701,0.9977000951766968
1542083333.580015,209678,0.9977030754089355
1542083895.377883,224655,0.9977281093597412
1542085247.4951448,239632,0.9976935386657715
1542085807.0146868,254609,0.996638834476471
