Wall time,Step,Value
1543934222.597376,168,0.7980856895446777
1543934231.4187584,475,0.5340196490287781
1543934233.201077,537,0.48524561524391174
1543934234.6301763,587,0.46443504095077515
1543934236.3949864,648,0.42975908517837524
1543934259.131088,1437,0.21445953845977783
1543934267.758976,1738,0.1439158320426941
1543934284.186171,2308,0.10790504515171051
1543934286.5488195,2390,0.1053721010684967
1543934289.3382375,2487,0.05212240666151047
1543934311.2396414,3247,0.053928446024656296
1543934347.32363,4493,0.014907757751643658
1543934365.9238794,5135,0.013225805014371872
1543934388.3618276,5908,0.04987907037138939
1543934390.7632108,5991,0.012801378034055233
1543934411.3342996,6700,0.02916061319410801
1543934411.6765032,6712,0.010064153000712395
1543934419.004131,6967,0.03822578489780426
1543934433.3496733,7464,0.05631637200713158
1543934443.027461,7799,0.013915522955358028
1543934444.0296688,7834,0.037096697837114334
1543934454.0635884,8181,0.020292196422815323
1543934455.2549202,8222,0.0067956577986478806
1543934463.3348389,8499,0.009916627779603004
1543934485.6023843,9261,0.07956811040639877
1543934491.6223361,9469,0.017826363444328308
1543934518.6644,10400,0.03922398388385773
1543934533.3468332,10906,0.054714977741241455
1543934535.1097162,10967,0.0408991239964962
1543934551.5049026,11533,0.02627662569284439
1543934564.2041783,11970,0.015778467059135437
1543934590.544429,12878,0.005458666477352381
1543934595.1110544,13035,0.02995295450091362
1543934631.4895546,14295,0.03469782695174217
1543934642.2854812,14669,0.017682334408164024
1543934645.4894207,14780,0.02128109149634838
1543934665.479346,15474,0.08070618659257889
1543934684.0363445,16117,0.027723144739866257
1543934705.4214776,16858,0.014110914431512356
1543934718.687126,17318,0.03874023258686066
1543934725.205503,17544,0.006980463396757841
1543934782.6852307,19532,0.02425575628876686
1543934785.802267,19641,0.025706930086016655
1543934788.4351897,19732,0.007552213501185179
1543934797.9472044,20063,0.02411138080060482
1543934811.6117573,20540,0.005096264183521271
1543934812.7315059,20579,0.016325416043400764
1543934818.6005533,20783,0.025704098865389824
1543934820.7049618,20856,0.046115364879369736
1543934827.1966858,21081,0.015938669443130493
1543934829.0399342,21145,0.040710195899009705
1543934834.0944638,21320,0.004749378189444542
1543934863.2713292,22331,0.01654430478811264
1543934864.0806477,22359,0.02310827746987343
1543934890.8856754,23287,0.023712964728474617
1543934893.0508432,23362,0.002816925523802638
1543934894.9481802,23428,0.017700539901852608
1543934901.9587057,23671,0.005920919124037027
1543934902.8427918,23702,0.01254731509834528
1543934915.6895115,24148,0.010054636746644974
1543934920.7421052,24323,0.01823512837290764
1543934932.4094443,24728,0.020235003903508186
1543934938.4011517,24935,0.02929866872727871
1543934947.615922,25254,0.022735048085451126
1543934992.110504,26798,0.022397302091121674
1543935308.6893437,27604,0.005920924711972475
1543935348.0999577,28971,0.01801604963839054
1543935348.8643277,28997,0.02802431210875511
1543935372.9217756,29830,0.009580614976584911
1543935378.0132174,30006,0.014558696188032627
1543935391.5390685,30471,0.010904808528721333
1543935395.716034,30613,0.02595403790473938
1543935398.4822683,30707,0.01280204113572836
1543935418.800448,31407,0.021495290100574493
1543935419.8700652,31444,0.018856892362236977
1543935434.1831222,31937,0.010028934106230736
1543935448.684674,32436,0.028969289734959602
1543935462.0317411,32895,0.016679320484399796
1543935462.2624166,32903,0.019282732158899307
1543935470.3869197,33182,0.04121758043766022
1543935475.9812496,33376,0.016626738011837006
1543935486.5022745,33738,0.007101415190845728
1543935486.8489974,33750,0.013125188648700714
1543935487.8991852,33786,0.02695237100124359
1543935489.459882,33840,0.02753981575369835
1543935490.5312607,33877,0.02820066176354885
1543935491.598646,33914,0.01609748788177967
1543935504.6358972,34363,0.12664863467216492
1543935509.34331,34526,0.02409832924604416
1543935511.48702,34600,0.011266258545219898
1543935537.1643834,35484,0.006564679555594921
1543935550.8175619,35954,0.02040882036089897
1543935553.2753384,36038,0.036605462431907654
1543935570.5475852,36630,0.02460247278213501
1543935571.4180558,36660,0.02053016796708107
1543935576.9759815,36851,0.035453010350465775
1543935587.2527003,37203,0.006011209916323423
1543935595.5873969,37490,0.023499445989727974
1543935603.5579586,37765,0.022840414196252823
1543935606.8114893,37877,0.013657623901963234
1543935631.2637846,38721,0.0021106135100126266
